dmf20211105_98345514	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	1	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 	2	10000000	lifestyle and leisure 	4	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	3	17000000	weather 		NONE
3fcd241	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 	4	6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211109_92612296	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 	1	7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 	3	14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211124_96493066	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	2	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	4	5000000	education 		6000000	environment 		7000000	health 	3	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
1636557289576	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	4	5000000	education 		6000000	environment 	2	7000000	health 		8000000	human interest 		9000000	labour 	1	10000000	lifestyle and leisure 		11000000	politics 	3	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211119_94384184	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211116_97939696	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	4	5000000	education 		6000000	environment 	3	7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
c67a18c	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
dmf20211109_92885173	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	2	3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 	3	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	4	15000000	sport 		17000000	weather 		NONE
1636541456360	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211118_92545665	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	5	5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
dmf20211128_93547530	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 	2	6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
302b014	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 	4	14000000	society 	3	15000000	sport 		17000000	weather 		NONE
dmf20211108_93683863	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 	1	2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 	3	13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
48ae8ee	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
2570493	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 	4	10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 	3	14000000	society 		15000000	sport 		17000000	weather 		NONE
c54efa5	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	2	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211123_95516638	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
38beb406	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	1	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
dmf20211119_95567671	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	3	4000000	economy, business and finance 		5000000	education 		6000000	environment 	2	7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 	1	14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211112_97657574	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211125_96518442	TOPIC	1000000	arts, culture, entertainment and media 	3	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	5	5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 	4	11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211124_95200181	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	2	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211121_97249991	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
dmf20211124_91372106	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
d3e535b	TOPIC	1000000	arts, culture, entertainment and media 	1	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 	3	6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 	4	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211111_91815438	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 	3	14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211118_94938612	TOPIC	1000000	arts, culture, entertainment and media 	4	16000000	conflict, war and peace 	3	2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
b382155	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	3	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 	4	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
dmf20211123_94705312	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	3	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 	4	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
dmf20211110_94490707	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	2	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
476fbfe	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 	2	10000000	lifestyle and leisure 		11000000	politics 	4	12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
dmf20211125_96173314	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	2	5000000	education 	1	6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211115_91487244	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	2	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dfaddd7	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
491f1fe	TOPIC	1000000	arts, culture, entertainment and media 	1	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	2	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 	3	14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211114_94867230	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 	3	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211121_96358007	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 	3	7000000	health 	4	8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
dmf20211126_94148850	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	3	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 	1	13000000	science and technology 	2	14000000	society 		15000000	sport 		17000000	weather 		NONE
d51b5c2	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	2	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	3	15000000	sport 		17000000	weather 		NONE
dmf20211121_97882675	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 	4	7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211123_95534946	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	4	5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
86aa74e7	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211123_96774803	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211107_97395505	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
dmf20211129_91613894	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211109_94268505	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
f708764	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	2	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 	1	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
24b99a2	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 	1	6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211108_95015049	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 	4	14000000	society 		15000000	sport 		17000000	weather 		NONE
76ace6b	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 	2	2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211116_93459921	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 	2	17000000	weather 		NONE
9fe92d5	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	1	8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 	2	14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211123_94739724	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	2	12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
dmf20211123_96492678	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 	2	14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211108_95193815	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211121_95171218	TOPIC	1000000	arts, culture, entertainment and media 	2	16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	4	8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211115_95552248	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	2	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	4	9000000	labour 		10000000	lifestyle and leisure 	3	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
614a4b9	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211124_98456951	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 	3	8000000	human interest 		9000000	labour 	1	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
dmf20211115_94465685	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
5700623	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	1	3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211118_94954485	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 	2	5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 	1	10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211121_95082246	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 	1	12000000	religion 		13000000	science and technology 		14000000	society 	2	15000000	sport 		17000000	weather 		NONE
783fb4a	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	3	9000000	labour 		10000000	lifestyle and leisure 	2	11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 	1	17000000	weather 		NONE
4c80ab2	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 		4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	1	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
dmf20211122_91685231	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 	3	3000000	disaster, accident and emergency incident 	4	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 	2	9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 	1	15000000	sport 		17000000	weather 		NONE
dmf20211118_94490812	TOPIC	1000000	arts, culture, entertainment and media 		16000000	conflict, war and peace 		2000000	crime, law and justice 		3000000	disaster, accident and emergency incident 	1	4000000	economy, business and finance 		5000000	education 		6000000	environment 		7000000	health 		8000000	human interest 		9000000	labour 		10000000	lifestyle and leisure 		11000000	politics 		12000000	religion 		13000000	science and technology 		14000000	society 		15000000	sport 		17000000	weather 		NONE
